WP_002156751.1	25.5	0.004
WP_231796942.1	25.5	0.005
EGR2126947.1	24.1	8e-09
WP_085604677.1	26.4	2e-11
WP_148524119.1	25.1	0.013
WP_148523711.1	25.1	0.013
GHY71520.1	25.6	0.005
EJL6889811.1	25.5	0.004
WP_114735726.1	25.4	5e-09
WP_057550499.1	24.7	1e-09
EJL6956435.1	25.0	0.027
WP_231795717.1	25.7	4e-10
WP_001022357.1	24.8	9e-08
WP_001022356.1	25.9	1.2
WP_032478823.1	24.8	8e-08
GIC00467.1	25.9	1.2
WP_001022355.1	26.3	0.04
WP_032473956.1	24.8	1e-07
WP_217535405.1	24.8	8e-08
EJL6893427.1	26.3	0.04
GHY35692.1	25.4	8e-09
BCK11416.1	25.7	0.0005
EGR1056614.1	25.6	6e-09
WP_142611326.1	25.5	0.003
EJF1126582.1	24.9	2e-06
WP_142728201.1	25.3	0.069
WP_148530813.1	25.8	5e-09
WP_142549730.1	25.4	0.002
WP_142546242.1	25.3	3e-09
EJL6488889.1	25.5	0.003
EJI2332459.1	25.9	1.5
WP_114762730.1	26.2	0.0006
WP_142572645.1	25.3	3e-09
EGQ8095343.1	25.7	0.086
WP_230607203.1	25.0	6e-08
GIB07106.1	25.7	0.094
WP_142547790.1	25.9	1e-08
EGQ7641919.1	25.7	0.2
WP_149519800.1	23.2	1.1
EJF1758325.1	24.9	0.0004
WP_095464384.1	25.5	0.0003
WP_123012598.1	25.7	5e-09
EJK2282927.1	23.2	1.2
WP_142568575.1	23.2	0.9
WP_114717011.1	25.5	0.11
WP_123161526.1	25.8	3e-08
WP_172527256.1	23.2	0.87
EGQ7790917.1	25.7	5e-09
NOF32873.1	25.5	7e-08
WP_148517556.1	25.5	0.16
EGR3966304.1	23.2	0.76
WP_216505788.1	25.4	8e-08
WP_148512267.1	26.2	5e-09
WP_149595695.1	23.2	0.95
WP_230604396.1	23.2	0.89
WP_142577520.1	25.4	1e-08
WP_002046027.1	25.0	7e-10
WP_148495766.1	25.2	7e-08
WP_138040314.1	25.5	5e-08
EJL6930878.1	25.1	2e-09
EGR3955538.1	25.0	2e-09
WP_069647642.1	25.0	1e-09
WP_230615927.1	25.3	4e-10
WP_148499329.1	24.8	7e-09
EJO4031181.1	25.0	2e-09
WP_032476967.1	25.8	8e-09
WP_148527663.1	25.0	9e-10
WP_131065098.1	25.4	4e-09
WP_142621621.1	25.7	3e-10
EGR4358689.1	25.8	2e-08
EGQ9463395.1	25.0	1e-09
WP_138041176.1	24.9	1e-09
WP_148515417.1	24.7	5e-09
EKL17812.1	24.8	6e-08
WP_172780266.1	25.8	1e-09
WP_248441990.1	24.7	7e-09
KFE08484.1	25.1	0.006
EGR4401990.1	24.4	1.0
GIA64040.1	25.5	0.02
GIA33664.1	24.1	0.11
EGR3962734.1	24.9	1e-08
EGQ8591870.1	25.8	0.0005
WP_142578766.1	25.8	0.002
EJL7946039.1	25.8	0.0005
GHY15037.1	25.9	1e-08
EGR1702803.1	25.1	0.2
WP_186592074.1	23.0	0.41
EGQ8476264.1	25.5	0.003
WP_142736908.1	23.9	1.0
EIY4765840.1	25.2	0.0004
GIA04550.1	24.1	0.058
EIK2269741.1	24.0	5e-09
WP_142736541.1	25.3	0.07
WP_219645699.1	24.1	0.091
EGR4205412.1	24.4	1.0
WP_114807999.1	26.0	3e-11
EGR0264289.1	23.0	0.41
WP_055031789.1	24.1	2e-09
EGR2026286.1	24.9	4e-08
EJL6318375.1	23.2	0.85
WP_095481592.1	26.0	0.024
WP_175230961.1	25.4	2e-08
EJL6898239.1	25.4	8e-08
EJL6876850.1	25.7	3e-09
BDA01618.1	25.6	2e-06
WP_230614144.1	23.2	0.79
WP_076025049.1	24.7	0.2
WP_230611313.1	25.7	0.059
MCD1256891.1	23.2	0.84
EGR0539620.1	25.6	2e-08
EGQ9325770.1	26.3	0.036
EJL6357524.1	26.2	6e-05
GHY46370.1	25.2	3e-10
MCD1193060.1	25.7	0.076
WP_001887570.1	25.3	0.21
WP_199355618.1	25.3	0.21
NOE08996.1	25.8	0.41
EHS7464960.1	24.7	4e-08
EGR1109519.1	25.2	5e-10
EGR5122804.1	25.2	2e-09
EJE4199968.1	23.8	0.53
WP_095465986.1	25.3	0.25
AAL77352.1	25.3	0.16
EGR1129897.1	25.6	9e-09
WP_172779551.1	25.0	1e-09
EGR0413210.1	25.3	0.23
WP_148523115.1	25.4	0.002
WP_153734111.1	23.8	0.45
WP_142610342.1	24.0	5.2
EJL6332841.1	25.1	3e-07
EHD2263278.1	25.4	2e-09
EJL8268629.1	26.2	0.0002
EGR1264357.1	25.6	0.01
WP_229767286.1	25.3	7e-09
WP_142737867.1	25.4	2e-09
WP_182293341.1	25.0	4e-10
WP_142734535.1	23.2	0.78
EGR0606880.1	25.4	2e-09
WP_076007495.1	25.1	6e-08
EJL7002319.1	25.7	0.053
WP_230665853.1	23.2	0.8
EGQ8121681.1	25.1	3e-09
WP_142626135.1	24.8	0.032
WP_142736432.1	25.1	0.12
WP_119299200.1	26.0	0.49
EJL6466031.1	24.6	1e-08
EJL6759155.1	25.6	1e-08
WP_046127224.1	24.2	8e-08
MCD1213100.1	23.2	0.91
WP_095473574.1	24.6	2e-08
MBJ6930127.1	24.4	0.052
WP_148522629.1	26.0	0.4
WP_148507793.1	24.6	2e-08
EJL6986124.1	24.6	2e-08
EIN5952538.1	25.6	0.003
HAS3630240.1	24.2	0.021
EJL6420555.1	25.6	8e-09
EHP5030901.1	24.8	1e-07
HAS3564194.1	26.0	0.32
EGR1094129.1	26.0	0.41
WP_230603600.1	26.0	0.65
EGR1911913.1	25.1	1e-09
EHU8077065.1	26.4	0.062
EGR4140411.1	25.2	3e-09
EJL6289656.1	25.7	0.049
WP_101411252.1	26.3	1e-11
EII3728139.1	26.0	1.7
WP_142733647.1	25.2	4e-09
EHZ2548269.1	25.2	3e-09
WP_242888139.1	25.0	4e-11
EGR0502119.1	25.0	3e-11
EJL6666038.1	24.6	2e-08
EGQ9170802.1	26.0	0.11
WP_207805739.1	24.0	0.94
WP_149144942.1	24.6	0.093
WP_111673673.1	24.5	5.0
EGQ7979401.1	25.1	5e-10
EGR2849245.1	24.4	0.049
EGR0550207.1	23.9	0.38
WP_000470082.1	24.6	0.11
WP_148514436.1	25.6	0.003
EJL6424318.1	24.7	0.019
WP_148501378.1	24.6	0.11
WP_053034563.1	24.1	0.51
HAS3586156.1	24.6	0.12
EII5634375.1	25.3	2e-10
EGR4342656.1	24.0	3.0
WP_119773188.1	24.6	0.11
WP_119788753.1	24.7	1e-09
